Date,Precipitation(mm),Max Temperature,Min Temperature,Relative Humidity
01/05/2016 3:00,0,26.7,15.6,19.4
02/05/2016 3:00,0,24,16.5,49.7
03/05/2016 3:00,0,22,16.3,62.8
04/05/2016 3:00,0.5,23.5,13.3,67.35
05/05/2016 3:00,0,22,13.4,70.05
06/05/2016 3:00,2.4,23.5,12.5,73.95
07/05/2016 3:00,8.4,22.5,12.5,81.8
08/05/2016 3:00,0.5,22,15.6,63.85
09/05/2016 3:00,0,23.5,16.1,66.9
10/05/2016 3:00,0,25.5,16,65
11/05/2016 3:00,0,24.5,15.3,64.1
12/05/2016 3:00,0,24.5,15,74.25
13/05/2016 3:00,38,23,12.7,78
14/05/2016 3:00,1.8,24,14.6,86.75
15/05/2016 3:00,1.4,23,15.5,84
16/05/2016 3:00,18.8,25.2,12,74.35
17/05/2016 3:00,18.5,24.5,10,80.85
18/05/2016 3:00,43,25,12.7,59.45
19/05/2016 3:00,0,24,15,79.6
20/05/2016 3:00,5.2,22,14.8,82.3
21/05/2016 3:00,103.5,23,15.2,92.15
22/05/2016 3:00,0.5,23,16,84.95
23/05/2016 3:00,2,24.5,15.1,68.65
24/05/2016 3:00,6.8,24,15.7,76.6
25/05/2016 3:00,4.7,21.5,12.5,93.35
26/05/2016 3:00,21.4,22,13.4,78.95
27/05/2016 3:00,1.5,22.5,14.6,80.8
28/05/2016 3:00,17.2,17.5,15,93.65
29/05/2016 3:00,21.7,20.5,14.5,82.8
30/05/2016 3:00,0,23,15,71.1
31/05/2016 3:00,0.5,21.5,14,83.05
01/06/2016 3:00,0,22.6,15.5,81.95
02/06/2016 3:00,53.5,23.4,16.7,91.55
03/06/2016 3:00,0,25,18,85.8
04/06/2016 3:00,12,24,17.5,76.4
05/06/2016 3:00,0,22.5,15,77.5
06/06/2016 3:00,0.4,24.5,17.8,85.4
07/06/2016 3:00,4.5,25,16.6,89.85
08/06/2016 3:00,10,24,16.2,70.2
09/06/2016 3:00,0,24.6,17,84.2
10/06/2016 3:00,2.8,23,16.5,79.25
11/06/2016 3:00,2,25,17.5,82.95
12/06/2016 3:00,57.2,22,17.3,95.25
13/06/2016 3:00,39.7,23.2,17,97.05
14/06/2016 3:00,29,24.7,17.2,87.05
15/06/2016 3:00,30.5,24,17.8,95.25
16/06/2016 3:00,56.5,24.5,17,99
17/06/2016 3:00,39,25.5,17.2,85.3
18/06/2016 3:00,62.7,24.5,17.5,94.45
19/06/2016 3:00,72.5,24,18,96.2
20/06/2016 3:00,44.7,21,17.8,97.05
21/06/2016 3:00,32,21,18,99
22/06/2016 3:00,2.8,20,18.3,98
23/06/2016 3:00,29.2,23.2,17.8,76.75
24/06/2016 3:00,48.8,24,17.7,86.25
25/06/2016 3:00,21.2,24.5,18.2,91.85
26/06/2016 3:00,9.7,25,18.4,89.9
27/06/2016 3:00,77.8,25.5,17.3,93.5
28/06/2016 3:00,18.4,25.2,18.6,92.8
29/06/2016 3:00,59.5,25,18.5,92.6
30/06/2016 3:00,35.4,23,18.2,94.2
01/07/2016 3:00,26.5,19.5,18.3,98
02/07/2016 3:00,177.3,19,17.4,96.95
03/07/2016 3:00,20.4,21,17.2,88.9
04/07/2016 3:00,44.7,24.5,17.5,95.25
05/07/2016 3:00,73,24,18.3,95.4
06/07/2016 3:00,6.8,25,18.8,98.1
07/07/2016 3:00,17.5,25.5,19,90.05
08/07/2016 3:00,63.2,25,17.5,90.9
09/07/2016 3:00,22.5,24.5,18.4,88.55
10/07/2016 3:00,154.2,24.5,17.6,93.4
11/07/2016 3:00,39,24.5,17.8,91.75
12/07/2016 3:00,60,25.5,17.5,93.5
13/07/2016 3:00,83.5,24.5,18.5,90.35
14/07/2016 3:00,17.5,24,19,96.3
15/07/2016 3:00,49.8,24,18.3,91.9
16/07/2016 3:00,88.9,24.5,18.4,93.15
17/07/2016 3:00,22.2,21,18,93.4
18/07/2016 3:00,28,22,17.5,94.35
19/07/2016 3:00,22.5,23.5,18.6,94.4
20/07/2016 3:00,85.5,21.2,18.2,99
21/07/2016 3:00,40.2,22.5,18.4,97.1
22/07/2016 3:00,97.2,22,17.5,98
23/07/2016 3:00,3,23.5,17,92.35
24/07/2016 3:00,48.4,24,17.5,96.2
25/07/2016 3:00,132,20,18,99
26/07/2016 3:00,216.5,19.5,17,96.95
27/07/2016 3:00,56.7,22.5,17,97.05
28/07/2016 3:00,19,21,18,97
29/07/2016 3:00,27,20,16.8,96.05
